n,rho,snr,contexts,seeds,valid,invalid,valid_fraction,compute_matched,valid_clearing_effect,failure_reasons,gated_constraint_passes,gated_loss_failures,gated_size_failures,ungated_constraint_passes,ungated_loss_failures,ungated_size_failures,qualified_recall_difference_n,qualified_recall_difference_mean,qualified_recall_difference_mcse,qualified_recall_difference_low,qualified_recall_difference_high,diagnostic_raw_recall_difference_n,diagnostic_raw_recall_difference_mean,diagnostic_raw_recall_difference_mcse,diagnostic_raw_recall_difference_low,diagnostic_raw_recall_difference_high,loss_difference_n,loss_difference_mean,loss_difference_mcse,loss_difference_low,loss_difference_high,size_difference_n,size_difference_mean,size_difference_mcse,size_difference_low,size_difference_high
300,0.5,0.25,2,10,0,10,0.0,10,0,"{""both_failed_constraints"": 8, ""candidate_failed_constraints"": 1, ""comparator_failed_constraints"": 1}",1,9,0,1,9,0,0,,,,,10,0.03333333333333332,0.03722176155970699,-0.05086814119092473,0.11753480785759138,10,0.005401162812964167,0.08421611511389726,-0.18510892521497668,0.195911250840905,10,0.3,0.36328406053937357,-0.5218056396795607,1.1218056396795606
300,0.5,0.25,4,10,0,10,0.0,10,0,"{""both_failed_constraints"": 8, ""candidate_failed_constraints"": 1, ""comparator_failed_constraints"": 1}",1,9,0,1,9,0,0,,,,,10,0.03333333333333331,0.0498282372113841,-0.07938597038400728,0.1460526370506739,10,0.12094742689335494,0.10049542131727768,-0.10638901026794817,0.34828386405465805,10,4.4408920985006264e-17,0.3944053188733077,-0.8922068171349631,0.8922068171349631
300,0.5,2.0,2,10,1,9,0.1,10,0,"{""both_failed_constraints"": 7, ""comparator_failed_constraints"": 2}",3,7,0,1,9,0,1,0.0,,,,10,0.011111111111111117,0.030765273566363237,-0.058484772852483755,0.08070699507470598,10,-0.02489919035565471,0.04238533429559975,-0.1207814779300421,0.07098309721873267,10,-0.03333333333333335,0.16063146994223285,-0.3967069636339599,0.33004029696729326
300,0.5,2.0,4,10,0,10,0.0,10,0,"{""both_failed_constraints"": 7, ""comparator_failed_constraints"": 3}",3,7,0,0,10,0,0,,,,,10,0.022222222222222233,0.014814814814814824,-0.011291217226640081,0.05573566167108455,10,-0.08150287977383378,0.03327674613625531,-0.1567801094005812,-0.006225650147086342,10,0.29999999999999993,0.21914536581462243,-0.19574125897158107,0.7957412589715809
300,0.9,0.25,2,10,0,10,0.0,10,0,"{""both_failed_constraints"": 9, ""comparator_failed_constraints"": 1}",1,9,0,0,10,0,0,,,,,10,0.11111111111111109,0.049690399499995326,-0.0012963820401076798,0.22351860426232986,10,-0.2109628980692463,0.08025363223320102,-0.3925092270661549,-0.029416569072337723,10,0.8,0.33407325285273126,0.04427379815989818,1.555726201840102
300,0.9,0.25,4,10,0,10,0.0,10,0,"{""both_failed_constraints"": 9, ""candidate_failed_constraints"": 1}",0,10,0,1,9,0,0,,,,,10,0.11111111111111109,0.057377531054924685,-0.018685881748463237,0.2409081039706854,10,-0.16605907207209186,0.10236802069214615,-0.3976316233223051,0.06551347917812139,10,0.7666666666666666,0.3515398226568082,-0.02857166116524279,1.5619049944985761
300,0.9,2.0,2,10,3,7,0.3,10,0,"{""both_failed_constraints"": 3, ""candidate_failed_constraints"": 2, ""comparator_failed_constraints"": 2}",5,5,0,5,5,0,3,0.0,0.0,0.0,0.0,10,0.04444444444444444,0.05023948135648347,-0.06920515816139151,0.1580940470502804,10,-0.02276041862794196,0.10614395114655473,-0.2628747180018235,0.21735388074593956,10,-0.09999999999999995,0.3408413700039548,-0.8710367465323996,0.6710367465323996
300,0.9,2.0,4,10,3,7,0.3,10,1,"{""both_failed_constraints"": 3, ""candidate_failed_constraints"": 3, ""comparator_failed_constraints"": 1}",4,6,0,6,4,0,3,0.037037037037037056,0.03703703703703706,-0.12232047147220237,0.1963945455462765,10,-0.011111111111111127,0.05091750772173158,-0.12629451591565913,0.10407229369343687,10,0.03723679364258301,0.08328905832324644,-0.15117614622606637,0.22564973351123238,10,-0.4333333333333333,0.32603112780269355,-1.1708669843873736,0.30420031772070694
1000,0.5,0.25,2,10,1,9,0.1,10,0,"{""both_failed_constraints"": 9}",1,9,0,1,9,0,1,0.0,,,,10,0.05555555555555554,0.04459849843997146,-0.04533325714047047,0.15644436825158153,10,-0.04849765023927617,0.049687695174488865,-0.16089902578117996,0.06390372530262761,10,0.10000000000000002,0.2899552966822197,-0.5559244512809619,0.7559244512809619
1000,0.5,0.25,4,10,1,9,0.1,10,0,"{""both_failed_constraints"": 9}",1,9,0,1,9,0,1,0.0,,,,10,0.011111111111111105,0.05091750772173156,-0.10407229369343685,0.12629451591565904,10,0.005015029914637559,0.0658758677344564,-0.14400653613641015,0.15403659596568528,10,0.3666666666666667,0.27419917065006816,-0.2536149512527123,0.9869482845860457
1000,0.5,2.0,2,10,5,5,0.5,10,0,"{""both_failed_constraints"": 1, ""candidate_failed_constraints"": 2, ""comparator_failed_constraints"": 2}",7,3,0,7,3,0,5,0.0,0.0,0.0,0.0,10,0.011111111111111117,0.011111111111111115,-0.014023968475535612,0.03624619069775785,10,-0.007388367680422237,0.018211963254351163,-0.04858669080487043,0.03380995544402595,10,-0.033333333333333395,0.16063146994223287,-0.39670696363396,0.33004029696729326
1000,0.5,2.0,4,10,7,3,0.7,10,0,"{""both_failed_constraints"": 1, ""comparator_failed_constraints"": 2}",9,1,0,7,3,0,7,0.0,0.0,0.0,0.0,10,0.011111111111111117,0.019945054841238912,-0.0340077375604005,0.05622995978262274,10,-0.011446309825187306,0.0115637453992651,-0.03760531930890964,0.014712699658535028,10,0.033333333333333395,0.07777777777777778,-0.14261222377319366,0.20927889043986042
1000,0.9,0.25,2,10,0,10,0.0,10,0,"{""both_failed_constraints"": 6, ""candidate_failed_constraints"": 2, ""comparator_failed_constraints"": 2}",2,8,0,2,8,0,0,,,,,10,-1.6653345369377347e-17,0.06829292190587323,-0.1544893224577896,0.15448932245778954,10,0.03638854904446411,0.10735745454920548,-0.2064708857438038,0.279247983832732,10,-0.23333333333333348,0.4767430656205541,-1.3118010740412445,0.8451344073745776
1000,0.9,0.25,4,10,2,8,0.2,10,0,"{""both_failed_constraints"": 7, ""candidate_failed_constraints"": 1}",2,8,0,3,7,0,2,-0.05555555555555558,0.05555555555555558,-0.7614558186763722,0.6503447075652611,10,-0.011111111111111117,0.0420659877466687,-0.10627098660241922,0.084048764380197,10,0.05313684810974255,0.05416640942184766,-0.06939608294695031,0.1756697791664354,10,2.2204460492503132e-17,0.31031644541708764,-0.701984569734343,0.701984569734343
1000,0.9,2.0,2,10,5,5,0.5,10,0,"{""both_failed_constraints"": 1, ""candidate_failed_constraints"": 3, ""comparator_failed_constraints"": 1}",6,4,0,8,2,0,5,0.0,0.0,0.0,0.0,10,-0.011111111111111117,0.019945054841238912,-0.05622995978262274,0.0340077375604005,10,0.045766181757754,0.032585655595591206,-0.02794769245228805,0.11948005596779605,10,-1.0,0.24845199749997662,-1.5620374657560938,-0.4379625342439062
1000,0.9,2.0,4,10,6,4,0.6,10,0,"{""both_failed_constraints"": 2, ""comparator_failed_constraints"": 2}",8,2,0,6,4,0,6,0.0,0.0,0.0,0.0,10,0.03333333333333335,0.016972502573910524,-0.005061134934849311,0.07172780160151601,10,-0.03661330810299814,0.029996052518333507,-0.10446909316301742,0.031242476957021127,10,-0.1333333333333334,0.1586984095231744,-0.4923340771608652,0.22566741049419844
3000,0.5,0.25,2,10,1,9,0.1,10,0,"{""both_failed_constraints"": 8, ""candidate_failed_constraints"": 1}",1,9,0,2,8,0,1,0.0,,,,10,0.0,0.02342427896421023,-0.05298940044227148,0.05298940044227148,10,0.010195252923308118,0.015885208599831172,-0.02573958549334361,0.04613009133995985,10,-0.03333333333333335,0.27419917065006816,-0.6536149512527123,0.5869482845860456
3000,0.5,0.25,4,10,1,9,0.1,10,0,"{""both_failed_constraints"": 6, ""candidate_failed_constraints"": 2, ""comparator_failed_constraints"": 1}",2,8,0,3,7,0,1,0.0,,,,10,-0.011111111111111117,0.011111111111111115,-0.03624619069775785,0.014023968475535612,10,-0.003852884269877421,0.023515834825303675,-0.0570493984591176,0.04934362991936276,10,0.13333333333333322,0.21773242158072692,-0.3592116237189066,0.6258782903855731
3000,0.5,2.0,2,10,10,0,1.0,10,0,{},10,0,0,10,0,0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
3000,0.5,2.0,4,10,10,0,1.0,10,0,{},10,0,0,10,0,0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
